as_of,asset_id,horizon,horizon_days,target_date,status,point_pct,actual_pct,abs_err,signed_err,low_pct,high_pct,in_band,p_up,direction_hit,brier,protocol_version,model_id,day_type,confidence,horizon_kind,paired_gain_pp,baseline_naive_pct,baseline_drift_pct,baseline_momentum_pct,beat_naive,beat_drift,beat_momentum,beat_all_three
2026-08-01,A2,1m,30,2026-08-31,resolved,1.5,5.172,3.672,-3.672,-11.0,14.0,1,0.55,1,0.2025,1,model_A,weekend,low,projection,1.5,0.0,,,True,,,
2026-08-01,A3,1m,30,2026-08-31,resolved,3.2,15.915,12.715,-12.715,-2.0,8.0,0,0.7,1,0.09,1,model_A,weekend,low,projection,3.2,0.0,,,True,,,
2026-08-22,A1,1w,7,2026-08-31,resolved,0.6,-3.149,3.749,3.749,-4.0,5.2,1,0.54,0,0.2916,4,model_A,weekend,low,forecast,-0.6,0.0,6.663,9.749,False,True,True,False
2026-08-22,A2,1w,7,2026-08-31,resolved,0.7,2.24,1.54,-1.54,-4.2,5.6,1,0.54,1,0.2116,4,model_A,weekend,low,forecast,0.7,0.0,-4.118,-0.379,True,True,True,True
2026-08-22,A3,1w,7,2026-08-31,resolved,0.5,1.22,0.72,-0.72,-3.6,4.6,1,0.53,1,0.2209,4,model_A,weekend,low,forecast,0.5,0.0,-2.549,-0.614,True,True,True,True
2026-08-22,A4,1w,7,2026-08-31,resolved,1.6,3.469,1.869,-1.869,-4.0,7.2,1,0.57,1,0.1849,4,model_A,weekend,low,forecast,1.6,0.0,3.635,18.929,True,False,True,False
2026-08-22,A5,1w,7,2026-08-31,resolved,0.8,2.773,1.973,-1.973,-3.0,4.6,1,0.55,1,0.2025,4,model_A,weekend,low,forecast,0.8,0.0,4.739,-2.478,True,False,True,False
2026-08-22,A6,1w,7,2026-08-31,resolved,0.36,0.474,0.114,-0.114,-0.12,0.92,1,0.72,1,0.0784,4,model_A,weekend,low,forecast,0.36,0.0,0.448,1.551,True,False,True,False
2026-08-23,A1,1w,7,2026-08-31,resolved,0.6,-3.149,3.749,3.749,-4.0,5.2,1,0.54,0,0.2916,4,model_A,weekend,low,forecast,-0.6,0.0,6.663,9.749,False,True,True,False
2026-08-23,A2,1w,7,2026-08-31,resolved,0.7,2.24,1.54,-1.54,-4.2,5.6,1,0.54,1,0.2116,4,model_A,weekend,low,forecast,0.7,0.0,-4.118,-0.379,True,True,True,True
2026-08-23,A3,1w,7,2026-08-31,resolved,0.5,1.22,0.72,-0.72,-3.6,4.6,1,0.53,1,0.2209,4,model_A,weekend,low,forecast,0.5,0.0,-2.549,-0.614,True,True,True,True
2026-08-23,A4,1w,7,2026-08-31,resolved,1.85,3.469,1.619,-1.619,-4.2,7.0,1,0.57,1,0.1849,4,model_A,weekend,low,forecast,1.85,0.0,3.635,18.929,True,False,True,False
2026-08-23,A5,1w,7,2026-08-31,resolved,0.8,2.773,1.973,-1.973,-3.0,4.6,1,0.55,1,0.2025,4,model_A,weekend,low,forecast,0.8,0.0,4.739,-2.478,True,False,True,False
2026-08-23,A6,1w,7,2026-08-31,resolved,0.36,0.462,0.102,-0.102,-0.12,0.92,1,0.72,1,0.0784,4,model_A,weekend,low,forecast,0.36,0.0,0.448,1.551,True,False,True,False
2026-08-24,A1,1w,7,2026-08-31,resolved,0.7,-4.211,4.911,4.911,-4.0,5.2,0,0.55,0,0.3025,4,model_A,calm,low,forecast,-0.7,0.0,6.015,10.368,False,True,True,False
2026-08-24,A2,1w,7,2026-08-31,resolved,0.6,1.865,1.265,-1.265,-4.2,5.6,1,0.54,1,0.2116,4,model_A,calm,low,forecast,0.6,0.0,-2.459,1.841,True,True,False,False
2026-08-24,A3,1w,7,2026-08-31,resolved,0.8,0.671,0.129,0.129,-3.6,4.8,1,0.55,1,0.2025,4,model_A,calm,low,forecast,0.542,0.0,-1.388,2.727,True,True,True,True
2026-08-24,A4,1w,7,2026-08-31,resolved,0.8,1.072,0.272,-0.272,-4.6,6.4,1,0.55,1,0.2025,4,model_A,calm,low,forecast,0.8,0.0,6.007,11.857,True,True,True,True
2026-08-24,A5,1w,7,2026-08-31,resolved,1.8,1.759,0.041,0.041,-2.6,5.6,1,0.62,1,0.1444,4,model_A,calm,low,forecast,1.718,0.0,4.813,4.982,True,True,True,True
2026-08-24,A6,1w,7,2026-08-31,resolved,0.42,0.376,0.044,0.044,-0.1,1.0,1,0.73,1,0.0729,4,model_A,calm,low,forecast,0.332,0.0,0.367,0.161,True,False,True,False
2026-08-28,A1,1d,1,2026-08-31,resolved,0.1,-3.214,3.314,3.314,-2.3,2.5,0,0.51,0,0.2601,4,model_A,data,low,forecast,-0.1,0.0,0.208,-0.263,False,True,False,False
2026-08-28,A2,1d,1,2026-08-31,resolved,0.05,0.27,0.22,-0.22,-2.25,2.35,1,0.51,1,0.2401,4,model_A,data,low,forecast,0.05,0.0,0.396,1.935,True,False,True,False
2026-08-28,A3,1d,1,2026-08-31,resolved,0.1,-0.135,0.235,0.235,-1.75,1.85,1,0.52,0,0.2704,4,model_A,data,low,forecast,-0.1,0.0,0.271,0.347,False,True,True,False
2026-08-28,A4,1d,1,2026-08-31,resolved,0.5,0.736,0.236,-0.236,-1.8,2.8,1,0.55,1,0.2025,4,model_A,data,low,forecast,0.5,0.0,0.543,-0.291,True,False,True,False
2026-08-28,A5,1d,1,2026-08-31,resolved,0.15,1.125,0.975,-0.975,-1.75,1.95,1,0.52,1,0.2304,4,model_A,data,low,forecast,0.15,0.0,0.327,0.3,True,False,False,False
2026-08-28,A6,1d,1,2026-08-31,resolved,0.08,0.037,0.043,0.043,-0.1,0.32,1,0.66,,,4,model_A,data,low,forecast,-0.006,0.0,0.074,0.224,False,False,True,False
2026-08-29,A1,1d,1,2026-08-31,resolved,0.2,-0.364,0.564,0.564,-2.0,2.4,1,0.53,0,0.2809,4,model_A,weekend,low,forecast,-0.2,0.0,0.208,-0.263,False,True,False,False
2026-08-29,A2,1d,1,2026-08-31,resolved,-0.35,0.27,0.62,-0.62,-2.15,1.45,1,0.42,0,0.3364,4,model_A,weekend,low,forecast,-0.35,0.0,0.396,1.935,False,False,True,False
2026-08-29,A3,1d,1,2026-08-31,resolved,-0.2,-0.135,0.065,-0.065,-1.75,1.35,1,0.44,1,0.1936,4,model_A,weekend,low,forecast,0.07,0.0,0.271,0.347,True,True,True,True
2026-08-29,A4,1d,1,2026-08-31,resolved,-0.1,0.736,0.836,-0.836,-2.2,2.0,1,0.47,0,0.2809,4,model_A,weekend,low,forecast,-0.1,0.0,0.543,-0.291,False,False,True,False
2026-08-29,A5,1d,1,2026-08-31,resolved,0.05,1.125,1.075,-1.075,-1.5,1.6,1,0.51,1,0.2401,4,model_A,weekend,low,forecast,0.05,0.0,0.327,0.3,True,False,False,False
2026-08-29,A6,1d,1,2026-08-31,resolved,0.08,0.057,0.023,0.023,-0.08,0.3,1,0.66,1,0.1156,4,model_A,weekend,low,forecast,0.034,0.0,0.074,0.224,True,False,True,False
2026-08-30,A1,1d,1,2026-08-31,resolved,0.2,-0.364,0.564,0.564,-2.0,2.4,1,0.53,0,0.2809,4,model_A,holiday,low,forecast,-0.2,0.0,0.208,-0.263,False,True,False,False
2026-08-30,A2,1d,1,2026-08-31,resolved,-0.35,0.27,0.62,-0.62,-2.15,1.45,1,0.42,0,0.3364,4,model_A,holiday,low,forecast,-0.35,0.0,0.396,1.935,False,False,True,False
2026-08-30,A3,1d,1,2026-08-31,resolved,-0.2,-0.135,0.065,-0.065,-1.75,1.35,1,0.44,1,0.1936,4,model_A,holiday,low,forecast,0.07,0.0,0.271,0.347,True,True,True,True
2026-08-30,A4,1d,1,2026-08-31,resolved,-0.1,0.736,0.836,-0.836,-2.2,2.0,1,0.47,0,0.2809,4,model_A,holiday,low,forecast,-0.1,0.0,0.543,-0.291,False,False,True,False
2026-08-30,A5,1d,1,2026-08-31,resolved,0.05,1.125,1.075,-1.075,-1.5,1.6,1,0.51,1,0.2401,4,model_A,holiday,low,forecast,0.05,0.0,0.327,0.3,True,False,False,False
2026-08-30,A6,1d,1,2026-08-31,resolved,0.08,0.057,0.023,0.023,-0.08,0.3,1,0.66,1,0.1156,4,model_A,holiday,low,forecast,0.034,0.0,0.074,0.224,True,False,True,False
2026-08-02,A1,1m,30,2026-09-01,resolved,2.2,11.347,9.147,-9.147,-7.5,13.0,1,0.58,1,0.1764,1,model_A,weekend,low,projection,2.2,0.0,,,True,,,
2026-08-02,A4,1m,30,2026-09-01,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-02,A2,1m,30,2026-09-01,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-02,A3,1m,30,2026-09-01,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-25,A1,1w,7,2026-09-01,resolved,0.6,-4.147,4.747,4.747,-4.1,5.3,0,0.54,0,0.2916,4,model_A,calm,low,forecast,-0.6,0.0,5.784,-0.896,False,True,False,False
2026-08-25,A2,1w,7,2026-09-01,resolved,0.4,2.721,2.321,-2.321,-4.3,5.5,1,0.52,1,0.2304,4,model_A,calm,low,forecast,0.4,0.0,-4.043,-6.273,True,True,True,True
2026-08-25,A3,1w,7,2026-09-01,resolved,0.4,-0.598,0.998,0.998,-3.7,4.7,1,0.53,0,0.2809,4,model_A,calm,low,forecast,-0.4,0.0,-2.439,-2.261,False,True,True,False
2026-08-25,A4,1w,7,2026-09-01,resolved,1.2,-3.571,4.771,4.771,-4.4,6.6,1,0.56,0,0.3136,4,model_A,calm,low,forecast,-1.2,0.0,4.988,6.033,False,True,True,False
2026-08-25,A5,1w,7,2026-09-01,resolved,0.9,-0.706,1.606,1.606,-3.2,5.0,1,0.56,0,0.3136,4,model_A,calm,low,forecast,-0.9,0.0,3.621,1.987,False,True,True,False
2026-08-25,A6,1w,7,2026-09-01,resolved,0.36,0.381,0.021,-0.021,-0.12,0.92,1,0.72,1,0.0784,4,model_A,calm,low,forecast,0.36,0.0,0.359,0.111,True,True,True,True
2026-08-31,A1,1d,1,2026-09-01,resolved,0.1,-0.112,0.212,0.212,-1.95,2.15,1,0.52,0,0.2704,4,model_A,data,low,forecast,-0.1,0.0,-0.85,-3.214,False,True,True,False
2026-08-31,A2,1d,1,2026-09-01,resolved,0.05,-0.425,0.475,0.475,-1.8,1.9,1,0.51,0,0.2601,4,model_A,data,low,forecast,-0.05,0.0,0.376,0.27,False,True,True,False
2026-08-31,A3,1d,1,2026-09-01,resolved,0.05,-1.707,1.757,1.757,-1.4,1.5,0,0.51,0,0.2601,4,model_A,data,low,forecast,-0.05,0.0,0.135,-0.135,False,True,False,False
2026-08-31,A4,1d,1,2026-09-01,resolved,-0.6,-3.442,2.842,2.842,-2.7,1.5,0,0.36,1,0.1296,4,model_A,data,low,forecast,0.6,0.0,0.216,0.736,True,True,True,True
2026-08-31,A5,1d,1,2026-09-01,resolved,0.05,-2.034,2.084,2.084,-1.45,1.55,0,0.51,0,0.2601,4,model_A,data,low,forecast,-0.05,0.0,0.353,1.125,False,True,True,False
2026-08-31,A6,1d,1,2026-09-01,resolved,0.07,0.027,0.043,0.043,-0.04,0.22,1,0.66,,,4,model_A,data,low,forecast,-0.016,0.0,0.075,0.037,False,True,False,False
2026-08-03,A1,1m,30,2026-09-02,resolved,-2.0,8.311,10.311,-10.311,-11.0,9.0,1,0.42,0,0.3364,1,model_A,data,low,projection,-2.0,0.0,,,False,,,
2026-08-03,A4,1m,30,2026-09-02,resolved,-1.5,11.277,12.777,-12.777,-10.0,8.0,0,0.43,0,0.3249,1,model_A,data,low,projection,-1.5,0.0,,,False,,,
2026-08-03,A2,1m,30,2026-09-02,resolved,2.0,5.999,3.999,-3.999,-12.0,16.0,1,0.55,1,0.2025,1,model_A,data,low,projection,2.0,0.0,,,True,,,
2026-08-03,A5,1m,30,2026-09-02,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-03,A6,1m,30,2026-09-02,resolved,1.8,1.584,0.216,0.216,-1.0,6.0,1,0.7,1,0.09,1,model_A,data,medium,projection,1.368,0.0,,,True,,,
2026-08-03,A3,1m,30,2026-09-02,resolved,1.9,2.867,0.967,-0.967,-14.8,18.8,1,0.52,1,0.2304,1,model_A,data,low,projection,1.9,0.0,,,True,,,
2026-08-26,A1,1w,7,2026-09-02,resolved,0.75,-6.23,6.98,6.98,-3.59,5.09,0,0.58,0,0.3364,4,model_A,data,low,forecast,-0.75,0.0,6.821,-1.067,False,True,False,False
2026-08-26,A2,1w,7,2026-09-02,resolved,0.75,0.324,0.426,0.426,-3.57,5.07,1,0.55,1,0.2025,4,model_A,data,low,forecast,-0.102,0.0,-0.855,5.147,False,True,True,False
2026-08-26,A3,1w,7,2026-09-02,resolved,0.55,-2.345,2.895,2.895,-2.85,3.95,1,0.54,0,0.2916,4,model_A,data,low,forecast,-0.55,0.0,-0.213,2.748,False,False,True,False
2026-08-26,A4,1w,7,2026-09-02,resolved,0.85,-4.897,5.747,5.747,-3.73,5.43,0,0.56,0,0.3136,4,model_A,data,low,forecast,-0.85,0.0,5.564,-0.277,False,True,False,False
2026-08-26,A5,1w,7,2026-09-02,resolved,0.5,-0.864,1.364,1.364,-3.19,4.19,1,0.54,0,0.2916,4,model_A,data,low,forecast,-0.5,0.0,2.654,-5.665,False,True,True,False
2026-08-26,A6,1w,7,2026-09-02,resolved,0.28,0.39,0.11,-0.11,0.02,0.54,1,0.9,1,0.01,4,model_A,data,low,forecast,0.28,0.0,0.368,0.225,True,False,True,False
2026-09-01,A1,1d,1,2026-09-02,resolved,0.1,-2.382,2.482,2.482,-1.85,2.05,0,0.52,0,0.2704,4,model_A,calm,low,forecast,-0.1,0.0,-0.836,-0.112,False,False,False,False
2026-09-01,A2,1d,1,2026-09-02,resolved,0.05,-1.328,1.378,1.378,-1.8,1.9,1,0.51,0,0.2601,4,model_A,calm,low,forecast,-0.05,0.0,0.542,-0.425,False,True,False,False
2026-09-01,A3,1d,1,2026-09-02,resolved,0.15,-1.218,1.368,1.368,-1.35,1.65,1,0.52,0,0.2704,4,model_A,calm,low,forecast,-0.15,0.0,-0.116,-1.707,False,False,False,False
2026-09-01,A4,1d,1,2026-09-02,resolved,0.8,-1.43,2.23,2.23,-1.45,3.05,1,0.62,0,0.3844,4,model_A,calm,low,forecast,-0.8,0.0,-0.714,-3.442,False,False,False,False
2026-09-01,A5,1d,1,2026-09-02,resolved,0.3,-1.291,1.591,1.591,-1.25,1.85,0,0.57,0,0.3249,4,model_A,calm,low,forecast,-0.3,0.0,-0.134,-2.034,False,False,False,False
2026-09-01,A6,1d,1,2026-09-02,resolved,0.07,0.054,0.016,0.016,-0.04,0.22,1,0.66,1,0.1156,4,model_A,calm,low,forecast,0.038,0.0,0.076,0.027,True,True,True,True
2026-08-04,A1,1m,30,2026-09-03,resolved,0.5,10.699,10.199,-10.199,-9.0,11.0,1,0.52,1,0.2304,1,model_A,calm,low,projection,0.5,0.0,4.832,4.832,True,False,False,False
2026-08-04,A4,1m,30,2026-09-03,resolved,0.3,9.785,9.485,-9.485,-9.5,11.0,1,0.51,1,0.2401,1,model_A,calm,low,projection,0.3,0.0,-1.253,-1.253,True,True,True,True
2026-08-04,A2,1m,30,2026-09-03,resolved,2.0,4.618,2.618,-2.618,-11.0,16.0,1,0.58,1,0.1764,1,model_A,calm,low,projection,2.0,0.0,14.39,14.39,True,True,True,True
2026-08-04,A6,1m,30,2026-09-03,resolved,1.8,1.583,0.217,0.217,-0.5,4.0,1,0.7,1,0.09,1,model_A,calm,medium,projection,1.366,0.0,0.689,0.689,True,True,True,True
2026-08-04,A3,1m,30,2026-09-03,resolved,1.91,2.157,0.247,-0.247,-13.2,19.2,1,0.53,1,0.2209,1,model_A,calm,low,projection,1.91,0.0,9.736,9.736,True,True,True,True
2026-08-27,A1,1w,7,2026-09-03,resolved,0.6,-3.587,4.187,4.187,-4.2,5.4,1,0.54,0,0.2916,4,model_A,data,low,forecast,-0.6,0.0,2.928,-1.892,False,True,False,False
2026-08-27,A2,1w,7,2026-09-03,resolved,0.5,-0.235,0.735,0.735,-4.3,5.5,1,0.53,0,0.2809,4,model_A,data,low,forecast,-0.5,0.0,-0.021,-0.502,False,False,False,False
2026-08-27,A3,1w,7,2026-09-03,resolved,0.5,-2.942,3.442,3.442,-3.7,4.7,1,0.54,0,0.2916,4,model_A,data,low,forecast,-0.5,0.0,0.903,1.813,False,True,True,False
2026-08-27,A4,1w,7,2026-09-03,resolved,0.8,-5.736,6.536,6.536,-4.5,6.3,0,0.55,0,0.3025,4,model_A,data,low,forecast,-0.8,0.0,6.158,-2.597,False,True,False,False
2026-08-27,A5,1w,7,2026-09-03,resolved,0.8,-2.145,2.945,2.945,-3.3,5.0,1,0.55,0,0.3025,4,model_A,data,low,forecast,-0.8,0.0,0.922,5.37,False,True,True,False
2026-08-27,A6,1w,7,2026-09-03,resolved,0.36,0.373,0.013,-0.013,-0.12,0.9,1,0.72,1,0.0784,4,model_A,data,low,forecast,0.36,0.0,0.405,0.238,True,True,True,True
2026-09-02,A1,1d,1,2026-09-03,resolved,-0.05,2.429,2.479,-2.479,-2.05,1.85,0,0.49,0,0.2601,4,model_B,calm,low,forecast,-0.05,0.0,-1.27,-2.382,False,True,True,False
2026-09-02,A2,1d,1,2026-09-03,resolved,-0.05,-0.657,0.607,0.607,-1.85,1.75,1,0.48,1,0.2304,4,model_B,calm,low,forecast,0.05,0.0,0.07,-1.328,True,True,True,True
2026-09-02,A3,1d,1,2026-09-03,resolved,-0.2,-0.251,0.051,0.051,-1.55,1.35,1,0.42,1,0.1764,4,model_B,calm,low,forecast,0.2,0.0,-0.47,-1.218,True,True,True,True
2026-09-02,A4,1d,1,2026-09-03,resolved,0.25,-1.397,1.647,1.647,-2.05,2.45,1,0.55,0,0.3025,4,model_B,calm,low,forecast,-0.25,0.0,-0.989,-1.43,False,False,False,False
2026-09-02,A5,1d,1,2026-09-03,resolved,-1.1,-0.232,0.868,-0.868,-2.35,0.25,1,0.24,1,0.0576,4,model_B,calm,low,forecast,-0.636,0.0,-0.165,-1.291,False,False,True,False
2026-09-02,A6,1d,1,2026-09-03,resolved,0.06,0.03,0.03,0.03,-0.03,0.21,1,0.65,,,4,model_B,calm,low,forecast,0.0,0.0,0.078,0.054,True,True,False,False
2026-08-05,A2,1m,30,2026-09-04,resolved,2.0,-0.335,2.335,2.335,-12.0,17.0,1,0.55,0,0.3025,4,model_A,calm,low,projection,-2.0,0.0,54.911,95.432,False,True,True,False
2026-08-05,A1,1m,30,2026-09-04,resolved,2.0,9.018,7.018,-7.018,-9.0,14.0,1,0.56,1,0.1936,4,model_A,calm,low,projection,2.0,0.0,33.259,61.686,True,True,True,True
2026-08-05,A3,1m,30,2026-09-04,resolved,1.8,-0.9,2.7,2.7,-10.0,14.0,1,0.55,0,0.3025,4,model_A,calm,low,projection,-1.8,0.0,36.162,62.589,False,True,True,False
2026-08-05,A4,1m,30,2026-09-04,resolved,1.8,11.053,9.253,-9.253,-10.0,14.0,1,0.55,1,0.2025,4,model_A,calm,low,projection,1.8,0.0,17.149,35.551,True,False,True,False
2026-08-05,A5,1m,30,2026-09-04,resolved,2.5,6.551,4.051,-4.051,-11.0,16.0,1,0.55,1,0.2025,4,model_A,calm,low,projection,2.5,0.0,,,True,,,
2026-08-05,A6,1m,30,2026-09-04,resolved,1.8,1.948,0.148,-0.148,-1.0,4.5,1,0.7,1,0.09,4,model_A,calm,low,projection,1.8,0.0,-0.728,-2.146,True,True,True,True
2026-08-28,A1,1w,7,2026-09-04,resolved,0.7,-2.131,2.831,2.831,-4.3,5.5,1,0.54,0,0.2916,4,model_A,data,low,forecast,-0.7,0.0,1.039,-1.316,False,True,False,False
2026-08-28,A2,1w,7,2026-09-04,resolved,0.4,-2.718,3.118,3.118,-4.4,5.6,1,0.52,0,0.2704,4,model_A,data,low,forecast,-0.4,0.0,1.978,9.676,False,True,True,False
2026-08-28,A3,1w,7,2026-09-04,resolved,0.4,-3.503,3.903,3.903,-3.8,4.8,1,0.53,0,0.2809,4,model_A,data,low,forecast,-0.4,0.0,1.353,1.737,False,True,True,False
2026-08-28,A4,1w,7,2026-09-04,resolved,0.9,-2.824,3.724,3.724,-4.6,6.4,1,0.55,0,0.3025,4,model_A,data,low,forecast,-0.9,0.0,2.713,-1.453,False,True,False,False
2026-08-28,A5,1w,7,2026-09-04,resolved,0.8,-3.476,4.276,4.276,-3.4,5.0,0,0.55,0,0.3025,4,model_A,data,low,forecast,-0.8,0.0,1.634,1.498,False,True,True,False
2026-08-28,A6,1w,7,2026-09-04,resolved,0.38,0.41,0.03,-0.03,-0.12,0.95,1,0.72,1,0.0784,4,model_A,data,low,forecast,0.38,0.0,0.371,1.119,True,True,True,True
2026-09-03,A1,1d,1,2026-09-04,resolved,-0.1,1.243,1.343,-1.343,-2.0,1.85,1,0.49,0,0.2601,4,model_A,data,low,forecast,-0.1,0.0,-0.708,2.429,False,True,False,False
2026-09-03,A2,1d,1,2026-09-04,resolved,0.1,-0.602,0.702,0.702,-1.65,1.85,1,0.51,0,0.2601,4,model_A,data,low,forecast,-0.1,0.0,-0.041,-0.657,False,False,False,False
2026-09-03,A3,1d,1,2026-09-04,resolved,0.05,-0.232,0.282,0.282,-1.4,1.5,1,0.51,0,0.2601,4,model_A,data,low,forecast,-0.05,0.0,-0.593,-0.251,False,True,False,False
2026-09-03,A4,1d,1,2026-09-04,resolved,1.6,2.79,1.19,-1.19,-1.0,4.2,1,0.72,1,0.0784,4,model_A,data,medium,forecast,1.6,0.0,-1.165,-1.397,True,True,True,True
2026-09-03,A5,1d,1,2026-09-04,resolved,0.05,-1.065,1.115,1.115,-1.5,1.6,1,0.51,0,0.2601,4,model_A,data,low,forecast,-0.05,0.0,-0.426,-0.232,False,False,False,False
2026-09-03,A6,1d,1,2026-09-04,resolved,0.05,0.261,0.211,-0.211,-0.04,0.2,0,0.62,1,0.1444,4,model_A,data,medium,forecast,0.05,0.0,0.074,0.03,True,False,True,False
2026-08-06,A1,1m,30,2026-09-07,resolved,2.5,5.08,2.58,-2.58,-9.0,15.0,1,0.57,1,0.1849,4,model_A,calm,low,projection,2.5,0.0,36.954,44.344,True,True,True,True
2026-08-06,A2,1m,30,2026-09-07,resolved,1.5,1.038,0.462,0.462,-13.0,17.0,1,0.54,1,0.2116,4,model_A,calm,low,projection,0.576,0.0,43.732,21.374,True,True,True,True
2026-08-06,A3,1m,30,2026-09-07,resolved,1.5,-0.017,1.517,1.517,-11.0,15.0,1,0.54,,,4,model_A,calm,low,projection,-1.5,0.0,32.133,24.076,False,True,True,False
2026-08-06,A4,1m,30,2026-09-07,resolved,2.2,8.632,6.432,-6.432,-10.0,15.0,1,0.56,1,0.1936,4,model_A,calm,low,projection,2.2,0.0,32.688,63.765,True,True,True,True
2026-08-06,A5,1m,30,2026-09-07,resolved,2.0,5.208,3.208,-3.208,-12.0,16.0,1,0.54,1,0.2116,4,model_A,calm,low,projection,2.0,0.0,36.875,36.875,True,True,True,True
2026-08-06,A6,1m,30,2026-09-07,resolved,1.6,1.776,0.176,-0.176,-0.8,4.2,1,0.72,1,0.0784,4,model_A,calm,low,projection,1.6,0.0,0.737,3.667,True,True,True,True
2026-08-07,A1,1m,30,2026-09-07,resolved,4.0,3.838,0.162,0.162,-3.5,12.0,1,0.7,1,0.09,4,model_A,data,low,projection,3.676,0.0,32.739,25.131,True,True,True,True
2026-08-07,A6,1m,30,2026-09-07,resolved,1.9,1.544,0.356,0.356,0.4,3.6,1,0.88,1,0.0144,4,model_A,data,medium,projection,1.188,0.0,1.724,4.788,True,False,True,False
2026-08-07,A2,1m,30,2026-09-07,resolved,3.0,1.854,1.146,1.146,-7.0,13.0,1,0.6,1,0.16,4,model_A,data,low,projection,0.708,0.0,27.1,-16.831,True,True,True,True
2026-08-07,A3,1m,30,2026-09-07,resolved,2.6,0.438,2.162,2.162,-7.0,12.0,1,0.58,1,0.1764,4,model_A,data,low,projection,-1.724,0.0,20.628,-9.508,False,True,True,False
2026-08-07,A4,1m,30,2026-09-07,resolved,3.6,7.658,4.058,-4.058,-4.0,12.0,1,0.68,1,0.1024,4,model_A,data,low,projection,3.6,0.0,28.148,18.988,True,True,True,True
2026-08-07,A5,1m,30,2026-09-07,resolved,2.0,4.768,2.768,-2.768,-6.0,10.0,1,0.55,1,0.2025,4,model_A,data,low,projection,2.0,0.0,22.012,8.825,True,True,True,True
2026-08-29,A1,1w,7,2026-09-07,resolved,0.8,-0.931,1.731,1.731,-4.6,5.8,1,0.53,0,0.2809,4,model_A,weekend,low,forecast,-0.8,0.0,1.247,-1.58,False,True,False,False
2026-08-29,A2,1w,7,2026-09-07,resolved,0.2,-0.42,0.62,0.62,-4.6,5.2,1,0.5,1,0.25,4,model_A,weekend,low,forecast,-0.2,0.0,2.373,11.611,False,True,True,False
2026-08-29,A3,1w,7,2026-09-07,resolved,0.3,-1.578,1.878,1.878,-3.9,4.6,1,0.52,0,0.2704,4,model_A,weekend,low,forecast,-0.3,0.0,1.623,2.084,False,True,True,False
2026-08-29,A4,1w,7,2026-09-07,resolved,0.2,-2.187,2.387,2.387,-5.0,6.0,1,0.5,1,0.25,4,model_A,weekend,low,forecast,-0.2,0.0,3.255,-1.744,False,True,False,False
2026-08-29,A5,1w,7,2026-09-07,resolved,0.7,-3.095,3.795,3.795,-3.5,5.0,1,0.54,0,0.2916,4,model_A,weekend,low,forecast,-0.7,0.0,1.961,1.797,False,True,True,False
2026-08-29,A6,1w,7,2026-09-07,resolved,0.42,0.428,0.008,-0.008,-0.12,1.0,1,0.73,1,0.0729,4,model_A,weekend,low,forecast,0.42,0.0,0.445,1.343,True,True,True,True
2026-08-30,A1,1w,7,2026-09-07,resolved,0.8,-0.931,1.731,1.731,-4.6,5.8,1,0.53,0,0.2809,4,model_A,holiday,low,forecast,-0.8,0.0,1.247,-1.58,False,True,False,False
2026-08-30,A2,1w,7,2026-09-07,resolved,0.2,-0.42,0.62,0.62,-4.6,5.2,1,0.5,1,0.25,4,model_A,holiday,low,forecast,-0.2,0.0,2.373,11.611,False,True,True,False
2026-08-30,A3,1w,7,2026-09-07,resolved,0.3,-1.578,1.878,1.878,-3.9,4.6,1,0.52,0,0.2704,4,model_A,holiday,low,forecast,-0.3,0.0,1.623,2.084,False,True,True,False
2026-08-30,A4,1w,7,2026-09-07,resolved,0.2,-2.187,2.387,2.387,-5.0,6.0,1,0.5,1,0.25,4,model_A,holiday,low,forecast,-0.2,0.0,3.255,-1.744,False,True,False,False
2026-08-30,A5,1w,7,2026-09-07,resolved,0.7,-3.095,3.795,3.795,-3.5,5.0,1,0.54,0,0.2916,4,model_A,holiday,low,forecast,-0.7,0.0,1.961,1.797,False,True,True,False
2026-08-30,A6,1w,7,2026-09-07,resolved,0.42,0.428,0.008,-0.008,-0.12,1.0,1,0.73,1,0.0729,4,model_A,holiday,low,forecast,0.42,0.0,0.445,1.343,True,True,True,True
2026-09-04,A1,1d,1,2026-09-07,resolved,0.1,-1.669,1.769,1.769,-2.8,3.0,1,0.52,0,0.2704,4,model_A,data,medium,forecast,-0.1,0.0,-0.407,1.243,False,False,True,False
2026-09-04,A4,1d,1,2026-09-07,resolved,1.4,0.655,0.745,0.745,-1.3,4.1,1,0.8,1,0.04,4,model_A,data,medium,forecast,-0.09,0.0,-0.549,2.79,False,True,True,False
2026-09-04,A2,1d,1,2026-09-07,resolved,0.5,2.363,1.863,-1.863,-1.8,2.6,1,0.6,1,0.16,4,model_A,data,low,forecast,0.5,0.0,-0.548,-0.602,True,True,True,True
