as_of,asset_id,horizon,horizon_days,target_date,status,point_pct,actual_pct,abs_err,signed_err,low_pct,high_pct,in_band,p_up,direction_hit,brier,protocol_version,model_id,day_type,confidence,horizon_kind,paired_gain_pp,baseline_naive_pct,baseline_drift_pct,baseline_momentum_pct,beat_naive,beat_drift,beat_momentum,beat_all_three
2026-08-16,A2,1d,1,2026-08-17,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-16,A3,1d,1,2026-08-17,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-16,A4,1d,1,2026-08-17,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-16,A5,1d,1,2026-08-17,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-11,A1,1w,7,2026-08-18,resolved,1.2,0.959,0.241,0.241,-5.5,8.0,1,0.58,1,0.1764,3,model_A,calm,low,forecast,0.718,0.0,7.849,3.102,True,True,True,True
2026-08-11,A6,1w,7,2026-08-18,resolved,0.4,0.379,0.021,0.021,-0.45,1.25,1,0.7,1,0.09,3,model_A,calm,medium,forecast,0.358,0.0,0.369,0.197,True,False,True,False
2026-08-11,A2,1w,7,2026-08-18,resolved,1.4,1.764,0.364,-0.364,-4.5,7.0,1,0.59,1,0.1681,3,model_A,calm,low,forecast,1.4,0.0,6.265,3.795,True,True,True,True
2026-08-11,A3,1w,7,2026-08-18,resolved,1.1,1.566,0.466,-0.466,-4.0,6.0,1,0.58,1,0.1764,3,model_A,calm,low,forecast,1.1,0.0,4.368,2.425,True,True,True,True
2026-08-11,A4,1w,7,2026-08-18,resolved,1.1,3.001,1.901,-1.901,-4.0,6.5,1,0.57,1,0.1849,3,model_A,calm,low,forecast,1.1,0.0,8.044,3.949,True,True,False,False
2026-08-11,A5,1w,7,2026-08-18,resolved,0.6,3.625,3.025,-3.025,-4.0,5.5,1,0.55,1,0.2025,3,model_A,calm,low,forecast,0.6,0.0,3.169,2.424,True,False,False,False
2026-08-17,A1,1d,1,2026-08-18,resolved,0.22,0.051,0.169,0.169,-1.42,1.86,1,0.56,1,0.1936,4,model_A,calm,low,forecast,-0.118,0.0,0.309,1.612,False,True,True,False
2026-08-17,A2,1d,1,2026-08-18,resolved,0.16,0.329,0.169,-0.169,-1.3,1.62,1,0.54,1,0.2116,4,model_A,calm,low,forecast,0.16,0.0,0.439,-0.604,True,False,True,False
2026-08-17,A3,1d,1,2026-08-18,resolved,0.14,0.599,0.459,-0.459,-1.56,1.84,1,0.54,1,0.2116,4,model_A,calm,low,forecast,0.14,0.0,0.451,-0.19,True,False,True,False
2026-08-17,A4,1d,1,2026-08-18,resolved,0.4,2.226,1.826,-1.826,-1.5,2.3,1,0.58,1,0.1764,4,model_A,calm,low,forecast,0.4,0.0,0.316,-0.607,True,True,True,True
2026-08-17,A5,1d,1,2026-08-18,resolved,0.17,1.589,1.419,-1.419,-1.33,1.67,1,0.54,1,0.2116,4,model_A,calm,low,forecast,0.17,0.0,0.497,0.133,True,False,True,False
2026-08-17,A6,1d,1,2026-08-18,resolved,0.04,0.03,0.01,0.01,-0.18,0.3,1,0.58,,,4,model_A,calm,low,forecast,0.02,0.0,0.078,0.039,True,True,False,False
2026-08-12,A1,1w,7,2026-08-19,resolved,1.0,-1.023,2.023,2.023,-5.5,8.0,1,0.56,0,0.3136,3,model_A,data,low,forecast,-1.0,0.0,5.772,3.637,False,True,True,False
2026-08-12,A6,1w,7,2026-08-19,resolved,0.35,0.374,0.024,-0.024,-0.45,1.25,1,0.68,1,0.1024,3,model_A,data,medium,forecast,0.35,0.0,0.507,0.201,True,True,True,True
2026-08-12,A2,1w,7,2026-08-19,resolved,1.2,-0.16,1.36,1.36,-4.5,7.0,1,0.57,0,0.3249,3,model_A,data,low,forecast,-1.2,0.0,1.654,-1.367,False,True,False,False
2026-08-12,A3,1w,7,2026-08-19,resolved,0.9,0.588,0.312,0.312,-4.0,6.0,1,0.56,1,0.1936,3,model_A,data,low,forecast,0.276,0.0,1.596,0.362,True,True,False,False
2026-08-12,A4,1w,7,2026-08-19,resolved,0.9,0.929,0.029,-0.029,-4.0,6.5,1,0.56,1,0.1936,3,model_A,data,low,forecast,0.9,0.0,7.836,7.04,True,True,True,True
2026-08-12,A5,1w,7,2026-08-19,resolved,0.5,3.615,3.115,-3.115,-4.0,5.5,1,0.54,1,0.2116,3,model_A,data,low,forecast,0.5,0.0,2.378,-0.785,True,False,True,False
2026-08-18,A1,1d,1,2026-08-19,resolved,0.18,-1.25,1.43,1.43,-1.46,1.82,1,0.57,0,0.3249,4,model_A,calm,low,forecast,-0.18,0.0,0.195,0.051,False,True,False,False
2026-08-18,A2,1d,1,2026-08-19,resolved,0.12,-2.159,2.279,2.279,-1.34,1.58,0,0.53,0,0.2809,4,model_A,calm,low,forecast,-0.12,0.0,0.353,0.329,False,True,True,False
2026-08-18,A3,1d,1,2026-08-19,resolved,0.13,-1.677,1.807,1.807,-1.57,1.83,0,0.54,0,0.2916,4,model_A,calm,low,forecast,-0.13,0.0,0.473,0.599,False,True,True,False
2026-08-18,A4,1d,1,2026-08-19,resolved,0.15,-0.631,0.781,0.781,-1.75,2.05,1,0.55,0,0.3025,4,model_A,calm,low,forecast,-0.15,0.0,0.603,2.226,False,True,True,False
2026-08-18,A5,1d,1,2026-08-19,resolved,0.13,-0.166,0.296,0.296,-1.37,1.63,1,0.54,0,0.2916,4,model_A,calm,low,forecast,-0.13,0.0,0.718,1.589,False,True,True,False
2026-08-18,A6,1d,1,2026-08-19,resolved,0.04,0.035,0.005,0.005,-0.2,0.28,1,0.57,,,4,model_A,calm,low,forecast,0.03,0.0,0.076,0.03,True,True,True,True
2026-08-13,A1,1w,7,2026-08-20,resolved,0.9,3.124,2.224,-2.224,-4.5,6.5,1,0.56,1,0.1936,4,model_A,data,low,forecast,0.9,0.0,3.11,-3.236,True,False,True,False
2026-08-13,A6,1w,7,2026-08-20,resolved,0.3,0.346,0.046,-0.046,-0.4,1.1,1,0.68,1,0.1024,4,model_A,data,medium,forecast,0.3,0.0,0.379,0.194,True,False,True,False
2026-08-13,A2,1w,7,2026-08-20,resolved,1.2,-2.562,3.762,3.762,-4.0,6.5,1,0.58,0,0.3364,4,model_A,data,low,forecast,-1.2,0.0,2.189,7.535,False,True,True,False
2026-08-13,A3,1w,7,2026-08-20,resolved,1.0,-1.92,2.92,2.92,-3.8,5.8,1,0.57,0,0.3249,4,model_A,data,low,forecast,-1.0,0.0,2.285,8.921,False,True,True,False
2026-08-13,A4,1w,7,2026-08-20,resolved,0.7,-1.693,2.393,2.393,-3.8,5.8,1,0.55,0,0.3025,4,model_A,data,low,forecast,-0.7,0.0,6.461,7.619,False,True,True,False
2026-08-13,A5,1w,7,2026-08-20,resolved,0.6,4.567,3.967,-3.967,-4.0,5.5,1,0.55,1,0.2025,4,model_A,data,low,forecast,0.6,0.0,2.573,9.357,True,False,True,False
2026-08-19,A1,1d,1,2026-08-20,resolved,0.15,3.515,3.365,-3.365,-1.85,2.15,0,0.55,1,0.2025,4,model_A,data,low,forecast,0.15,0.0,-0.2,-1.25,True,True,True,True
2026-08-19,A2,1d,1,2026-08-20,resolved,0.06,-0.935,0.995,0.995,-1.74,1.86,1,0.51,0,0.2601,4,model_A,data,low,forecast,-0.06,0.0,-0.024,-2.159,False,False,True,False
2026-08-19,A3,1d,1,2026-08-20,resolved,0.05,-0.753,0.803,0.803,-1.8,1.9,1,0.51,0,0.2601,4,model_A,data,low,forecast,-0.05,0.0,0.124,-1.677,False,True,True,False
2026-08-19,A4,1d,1,2026-08-20,resolved,0.6,-1.114,1.714,1.714,-1.85,3.05,1,0.6,0,0.36,4,model_A,data,low,forecast,-0.6,0.0,0.195,-0.631,False,False,False,False
2026-08-19,A5,1d,1,2026-08-20,resolved,0.15,2.807,2.657,-2.657,-1.3,1.6,0,0.55,1,0.2025,4,model_A,data,low,forecast,0.15,0.0,0.716,-0.166,True,False,True,False
2026-08-19,A6,1d,1,2026-08-20,resolved,0.05,0.01,0.04,0.04,-0.18,0.3,1,0.66,,,4,model_A,data,low,forecast,-0.03,0.0,0.075,0.035,False,True,False,False
2026-08-14,A1,1w,7,2026-08-21,resolved,0.9,5.61,4.71,-4.71,-3.8,5.8,1,0.58,1,0.1764,4,model_A,data,low,forecast,0.9,0.0,1.145,-3.84,True,False,True,False
2026-08-14,A2,1w,7,2026-08-21,resolved,1.1,-3.403,4.503,4.503,-4.5,6.8,1,0.6,0,0.36,4,model_A,data,low,forecast,-1.1,0.0,3.798,4.035,False,True,True,False
2026-08-14,A3,1w,7,2026-08-21,resolved,0.95,-2.12,3.07,3.07,-4.5,6.5,1,0.58,0,0.3364,4,model_A,data,low,forecast,-0.95,0.0,2.84,0.51,False,True,False,False
2026-08-14,A4,1w,7,2026-08-21,resolved,0.9,2.989,2.089,-2.089,-4.5,6.3,1,0.57,1,0.1849,4,model_A,data,low,forecast,0.9,0.0,4.022,-7.674,True,False,True,False
2026-08-14,A5,1w,7,2026-08-21,resolved,0.8,3.974,3.174,-3.174,-3.5,5.2,1,0.57,1,0.1849,4,model_A,data,low,forecast,0.8,0.0,2.307,0.773,True,False,True,False
2026-08-14,A6,1w,7,2026-08-21,resolved,0.32,0.374,0.054,-0.054,-0.15,0.9,1,0.72,1,0.0784,4,model_A,data,low,forecast,0.32,0.0,0.382,1.153,True,False,True,False
2026-08-20,A1,1d,1,2026-08-21,resolved,0.15,1.625,1.475,-1.475,-1.95,2.25,1,0.55,1,0.2025,4,model_A,data,low,forecast,0.15,0.0,0.632,3.515,True,False,True,False
2026-08-20,A2,1d,1,2026-08-21,resolved,0.2,-0.063,0.263,0.263,-1.75,2.15,1,0.52,0,0.2704,4,model_A,data,low,forecast,-0.2,0.0,-0.512,-0.935,False,True,True,False
2026-08-20,A3,1d,1,2026-08-21,resolved,0.13,-0.102,0.232,0.232,-1.55,1.85,1,0.53,0,0.2809,4,model_A,data,low,forecast,-0.13,0.0,-0.384,-0.753,False,True,True,False
2026-08-20,A4,1d,1,2026-08-21,resolved,1.8,3.155,1.355,-1.355,-0.85,4.45,1,0.66,1,0.1156,4,model_A,data,low,forecast,1.8,0.0,-0.332,-1.114,True,True,True,True
2026-08-20,A5,1d,1,2026-08-21,resolved,0.1,-0.413,0.513,0.513,-1.4,1.6,1,0.55,0,0.3025,4,model_A,data,low,forecast,-0.1,0.0,0.903,2.807,False,True,True,False
2026-08-20,A6,1d,1,2026-08-21,resolved,0.04,0.258,0.218,-0.218,-0.05,0.2,0,0.66,1,0.1156,4,model_A,data,low,forecast,0.04,0.0,0.069,0.01,True,False,True,False
2026-08-15,A1,1w,7,2026-08-24,resolved,0.7,6.666,5.966,-5.966,-2.8,4.4,0,0.56,1,0.1936,4,model_A,weekend,low,forecast,0.7,0.0,1.374,-4.608,True,False,True,False
2026-08-15,A6,1w,7,2026-08-24,resolved,0.3,0.413,0.113,-0.113,-0.2,0.9,1,0.72,1,0.0784,4,model_A,weekend,medium,forecast,0.3,0.0,0.458,1.384,True,False,True,False
2026-08-15,A2,1w,7,2026-08-24,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-15,A3,1w,7,2026-08-24,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-15,A4,1w,7,2026-08-24,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-15,A5,1w,7,2026-08-24,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-16,A1,1w,7,2026-08-24,resolved,0.65,6.666,6.016,-6.016,-2.85,4.35,0,0.55,1,0.2025,4,model_A,weekend,low,forecast,0.65,0.0,1.374,-4.608,True,False,True,False
2026-08-16,A6,1w,7,2026-08-24,resolved,0.32,0.452,0.132,-0.132,-0.18,0.92,1,0.73,1,0.0729,4,model_A,weekend,medium,forecast,0.32,0.0,0.458,1.384,True,False,True,False
2026-08-16,A2,1w,7,2026-08-24,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-16,A3,1w,7,2026-08-24,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-16,A4,1w,7,2026-08-24,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-16,A5,1w,7,2026-08-24,baz_fiyat_yok,,,,,,,,,,,,model_A,,,,,,,,,,,
2026-08-17,A1,1w,7,2026-08-24,resolved,0.9,6.091,5.191,-5.191,-2.8,4.6,0,0.58,1,0.1764,4,model_A,calm,low,forecast,0.9,0.0,1.544,8.058,True,False,False,False
2026-08-17,A2,1w,7,2026-08-24,resolved,1.0,-2.458,3.458,3.458,-2.3,4.3,0,0.57,0,0.3249,4,model_A,calm,low,forecast,-1.0,0.0,2.195,-3.021,False,True,False,False
2026-08-17,A3,1w,7,2026-08-24,resolved,0.9,-1.399,2.299,2.299,-2.7,4.5,1,0.56,0,0.3136,4,model_A,calm,low,forecast,-0.9,0.0,2.254,-0.95,False,True,False,False
2026-08-17,A4,1w,7,2026-08-24,resolved,0.7,6.075,5.375,-5.375,-3.5,4.9,0,0.55,1,0.2025,4,model_A,calm,low,forecast,0.7,0.0,1.58,-3.034,True,False,True,False
2026-08-17,A5,1w,7,2026-08-24,resolved,0.6,4.87,4.27,-4.27,-2.6,3.8,0,0.55,1,0.2025,4,model_A,calm,low,forecast,0.6,0.0,2.487,0.665,True,False,False,False
2026-08-17,A6,1w,7,2026-08-24,resolved,0.25,0.367,0.117,-0.117,-0.15,0.7,1,0.66,1,0.1156,4,model_A,calm,low,forecast,0.25,0.0,0.388,0.193,True,False,True,False
2026-08-21,A1,1d,1,2026-08-24,resolved,0.15,2.074,1.924,-1.924,-1.85,2.15,1,0.53,1,0.2209,4,model_A,data,low,forecast,0.15,0.0,1.111,1.625,True,False,False,False
2026-08-21,A2,1d,1,2026-08-24,resolved,0.18,0.368,0.188,-0.188,-1.75,2.1,1,0.52,1,0.2304,4,model_A,data,low,forecast,0.18,0.0,-0.686,-0.063,True,True,True,True
2026-08-21,A3,1d,1,2026-08-24,resolved,0.13,0.545,0.415,-0.415,-1.47,1.73,1,0.52,1,0.2304,4,model_A,data,low,forecast,0.13,0.0,-0.425,-0.102,True,True,True,True
2026-08-21,A4,1d,1,2026-08-24,resolved,1.25,2.371,1.121,-1.121,-1.25,3.75,1,0.58,1,0.1764,4,model_A,data,low,forecast,1.25,0.0,0.606,3.155,True,True,False,False
2026-08-21,A5,1d,1,2026-08-24,resolved,0.09,0.996,0.906,-0.906,-1.41,1.59,1,0.52,1,0.2304,4,model_A,data,low,forecast,0.09,0.0,0.79,-0.413,True,False,True,False
2026-08-21,A6,1d,1,2026-08-24,resolved,0.06,0.032,0.028,0.028,-0.05,0.24,1,0.66,,,4,model_A,data,low,forecast,0.004,0.0,0.075,0.258,True,True,True,True
2026-08-22,A1,1d,1,2026-08-24,resolved,0.3,1.109,0.809,-0.809,-1.55,2.15,1,0.56,1,0.1936,4,model_A,weekend,low,forecast,0.3,0.0,1.111,1.625,True,False,False,False
2026-08-22,A2,1d,1,2026-08-24,resolved,0.3,0.368,0.068,-0.068,-1.35,1.95,1,0.56,1,0.1936,4,model_A,weekend,medium,forecast,0.3,0.0,-0.686,-0.063,True,True,True,True
2026-08-22,A3,1d,1,2026-08-24,resolved,0.3,0.545,0.245,-0.245,-1.05,1.65,1,0.57,1,0.1849,4,model_A,weekend,medium,forecast,0.3,0.0,-0.425,-0.102,True,True,True,True
2026-08-22,A4,1d,1,2026-08-24,resolved,1.5,2.371,0.871,-0.871,-0.55,3.55,1,0.82,1,0.0324,4,model_A,weekend,medium,forecast,1.5,0.0,0.606,3.155,True,True,False,False
2026-08-22,A5,1d,1,2026-08-24,resolved,0.69,0.996,0.306,-0.306,-0.15,1.55,1,0.85,1,0.0225,4,model_A,weekend,medium,forecast,0.69,0.0,0.79,-0.413,True,False,True,False
2026-08-22,A6,1d,1,2026-08-24,resolved,0.06,0.097,0.037,-0.037,-0.05,0.23,1,0.65,1,0.1225,4,model_A,weekend,low,forecast,0.06,0.0,0.075,0.258,True,False,True,False
2026-08-23,A1,1d,1,2026-08-24,resolved,0.3,1.109,0.809,-0.809,-1.55,2.15,1,0.56,1,0.1936,4,model_A,weekend,low,forecast,0.3,0.0,1.111,1.625,True,False,False,False
2026-08-23,A2,1d,1,2026-08-24,resolved,0.3,0.368,0.068,-0.068,-1.35,1.95,1,0.56,1,0.1936,4,model_A,weekend,medium,forecast,0.3,0.0,-0.686,-0.063,True,True,True,True
2026-08-23,A3,1d,1,2026-08-24,resolved,0.3,0.545,0.245,-0.245,-1.05,1.65,1,0.57,1,0.1849,4,model_A,weekend,medium,forecast,0.3,0.0,-0.425,-0.102,True,True,True,True
2026-08-23,A4,1d,1,2026-08-24,resolved,1.75,2.371,0.621,-0.621,-0.05,3.55,1,0.87,1,0.0169,4,model_A,weekend,medium,forecast,1.75,0.0,0.606,3.155,True,True,True,True
2026-08-23,A5,1d,1,2026-08-24,resolved,0.69,0.996,0.306,-0.306,-0.15,1.55,1,0.85,1,0.0225,4,model_A,weekend,medium,forecast,0.69,0.0,0.79,-0.413,True,False,True,False
2026-08-23,A6,1d,1,2026-08-24,resolved,0.06,0.086,0.026,-0.026,-0.05,0.23,1,0.65,1,0.1225,4,model_A,weekend,low,forecast,0.06,0.0,0.075,0.258,True,False,True,False
2026-08-18,A1,1w,7,2026-08-25,resolved,0.9,5.846,4.946,-4.946,-3.3,5.1,0,0.58,1,0.1764,4,model_A,calm,low,forecast,0.9,0.0,0.975,0.256,True,False,True,False
2026-08-18,A2,1w,7,2026-08-25,resolved,1.0,-3.998,4.998,4.998,-2.6,4.6,0,0.57,0,0.3249,4,model_A,calm,low,forecast,-1.0,0.0,1.766,1.646,False,True,True,False
2026-08-18,A3,1w,7,2026-08-25,resolved,0.9,-2.429,3.329,3.329,-3.0,4.8,1,0.56,0,0.3136,4,model_A,calm,low,forecast,-0.9,0.0,2.367,2.993,False,True,True,False
2026-08-18,A4,1w,7,2026-08-25,resolved,0.7,5.018,4.318,-4.318,-3.8,5.2,1,0.55,1,0.2025,4,model_A,calm,low,forecast,0.7,0.0,3.016,11.129,True,False,True,False
2026-08-18,A5,1w,7,2026-08-25,resolved,0.6,3.64,3.04,-3.04,-2.9,4.1,1,0.55,1,0.2025,4,model_A,calm,low,forecast,0.6,0.0,3.591,7.945,True,False,True,False
2026-08-18,A6,1w,7,2026-08-25,resolved,0.25,0.359,0.109,-0.109,-0.15,0.7,1,0.66,1,0.1156,4,model_A,calm,low,forecast,0.25,0.0,0.379,0.152,True,False,True,False
2026-08-24,A1,1d,1,2026-08-25,resolved,0.1,-0.179,0.279,0.279,-1.75,1.95,1,0.52,0,0.2704,4,model_A,calm,low,forecast,-0.1,0.0,1.203,2.074,False,True,True,False
2026-08-24,A2,1d,1,2026-08-25,resolved,0.15,-1.255,1.405,1.405,-1.75,2.05,1,0.53,0,0.2809,4,model_A,calm,low,forecast,-0.15,0.0,-0.492,0.368,False,False,True,False
2026-08-24,A3,1d,1,2026-08-25,resolved,0.2,-0.452,0.652,0.652,-1.35,1.75,1,0.54,0,0.2916,4,model_A,calm,low,forecast,-0.2,0.0,-0.278,0.545,False,False,True,False
2026-08-24,A4,1d,1,2026-08-25,resolved,0.6,1.207,0.607,-0.607,-1.45,2.65,1,0.6,1,0.16,4,model_A,calm,low,forecast,0.6,0.0,1.201,2.371,True,False,True,False
2026-08-24,A5,1d,1,2026-08-25,resolved,0.55,0.397,0.153,0.153,-0.65,1.75,1,0.72,1,0.0784,4,model_A,calm,medium,forecast,0.244,0.0,0.963,0.996,True,True,True,True
2026-08-24,A6,1d,1,2026-08-25,resolved,0.08,0.022,0.058,0.058,-0.04,0.24,1,0.68,,,4,model_A,calm,low,forecast,-0.036,0.0,0.073,0.032,False,False,False,False
2026-08-19,A1,1w,7,2026-08-26,resolved,0.6,6.957,6.357,-6.357,-4.2,5.4,0,0.56,1,0.1936,4,model_A,data,low,forecast,0.6,0.0,-1.002,-6.249,True,True,True,True
2026-08-19,A2,1w,7,2026-08-26,resolved,0.3,-0.87,1.17,1.17,-3.9,4.5,1,0.53,0,0.2809,4,model_A,data,low,forecast,-0.3,0.0,-0.12,-10.793,False,False,True,False
2026-08-19,A3,1w,7,2026-08-26,resolved,0.35,-0.219,0.569,0.569,-4.0,4.7,1,0.53,0,0.2809,4,model_A,data,low,forecast,-0.35,0.0,0.618,-8.385,False,True,True,False
2026-08-19,A4,1w,7,2026-08-26,resolved,0.8,5.627,4.827,-4.827,-5.2,6.8,1,0.56,1,0.1936,4,model_A,data,low,forecast,0.8,0.0,0.976,-3.157,True,False,True,False
2026-08-19,A5,1w,7,2026-08-26,resolved,0.7,2.637,1.937,-1.937,-2.9,4.3,1,0.56,1,0.1936,4,model_A,data,low,forecast,0.7,0.0,3.582,-0.832,True,False,True,False
2026-08-19,A6,1w,7,2026-08-26,resolved,0.25,0.369,0.119,-0.119,-0.35,1.1,1,0.7,1,0.09,4,model_A,data,low,forecast,0.25,0.0,0.374,0.177,True,False,True,False
2026-08-25,A1,1d,1,2026-08-26,resolved,0.05,-0.213,0.263,0.263,-1.8,1.9,1,0.51,0,0.2601,4,model_A,calm,low,forecast,-0.05,0.0,1.157,-0.179,False,True,False,False
2026-08-25,A2,1d,1,2026-08-26,resolved,0.15,1.029,0.879,-0.879,-1.75,2.05,1,0.52,1,0.2304,4,model_A,calm,low,forecast,0.15,0.0,-0.809,-1.255,True,True,True,True
2026-08-25,A3,1d,1,2026-08-26,resolved,0.05,0.55,0.5,-0.5,-1.4,1.6,1,0.51,1,0.2401,4,model_A,calm,low,forecast,0.05,0.0,-0.488,-0.452,True,True,True,True
2026-08-25,A4,1d,1,2026-08-26,resolved,1.1,-0.055,1.155,1.155,-0.95,3.15,1,0.7,0,0.49,4,model_A,calm,low,forecast,-1.1,0.0,0.998,1.207,False,False,True,False
2026-08-25,A5,1d,1,2026-08-26,resolved,-0.15,-1.133,0.983,0.983,-1.35,1.05,1,0.45,1,0.2025,4,model_A,calm,low,forecast,0.15,0.0,0.724,0.397,True,True,True,True
2026-08-25,A6,1d,1,2026-08-26,resolved,0.06,0.045,0.015,0.015,-0.05,0.23,1,0.65,,,4,model_A,calm,low,forecast,0.03,0.0,0.072,0.022,True,True,True,True
2026-08-20,A1,1w,7,2026-08-27,resolved,0.7,2.934,2.234,-2.234,-4.2,6.0,1,0.55,1,0.2025,4,model_A,data,low,forecast,0.7,0.0,3.16,17.575,True,False,True,False
2026-08-20,A2,1w,7,2026-08-27,resolved,0.9,-0.035,0.935,0.935,-4.2,6.0,1,0.56,,,4,model_A,data,low,forecast,-0.9,0.0,-2.562,-4.675,False,True,True,False
2026-08-20,A3,1w,7,2026-08-27,resolved,0.7,0.902,0.202,-0.202,-3.6,5.2,1,0.55,1,0.2025,4,model_A,data,low,forecast,0.7,0.0,-1.919,-3.765,True,True,True,True
2026-08-20,A4,1w,7,2026-08-27,resolved,1.4,6.261,4.861,-4.861,-3.6,6.4,1,0.6,1,0.16,4,model_A,data,low,forecast,1.4,0.0,-1.661,-5.568,True,True,True,True
2026-08-20,A5,1w,7,2026-08-27,resolved,0.5,0.907,0.407,-0.407,-4.0,5.2,1,0.54,1,0.2116,4,model_A,data,low,forecast,0.5,0.0,4.517,14.033,True,True,True,True
2026-08-20,A6,1w,7,2026-08-27,resolved,0.22,0.406,0.186,-0.186,-0.15,0.75,1,0.68,1,0.1024,4,model_A,data,medium,forecast,0.22,0.0,0.346,0.052,True,False,True,False
2026-08-26,A1,1d,1,2026-08-27,resolved,0.03,-0.378,0.408,0.408,-1.91,1.97,1,0.51,0,0.2601,4,model_A,data,low,forecast,-0.03,0.0,1.364,-0.213,False,True,False,False
2026-08-26,A2,1d,1,2026-08-27,resolved,0.07,-0.1,0.17,0.17,-1.86,2.0,1,0.51,0,0.2601,4,model_A,data,low,forecast,-0.07,0.0,-0.171,1.029,False,False,True,False
2026-08-26,A3,1d,1,2026-08-27,resolved,0.05,0.363,0.313,-0.313,-1.47,1.57,1,0.51,1,0.2401,4,model_A,data,low,forecast,0.05,0.0,-0.043,0.55,True,True,False,False
2026-08-26,A4,1d,1,2026-08-27,resolved,0.4,-0.519,0.919,0.919,-1.65,2.45,1,0.55,0,0.3025,4,model_A,data,low,forecast,-0.4,0.0,1.113,-0.055,False,True,False,False
2026-08-26,A5,1d,1,2026-08-27,resolved,0.04,1.074,1.034,-1.034,-1.61,1.69,1,0.5,0,0.25,4,model_A,data,low,forecast,0.04,0.0,0.531,-1.133,True,False,True,False
2026-08-26,A6,1d,1,2026-08-27,resolved,0.06,0.048,0.012,0.012,-0.06,0.18,1,0.66,,,4,model_A,data,medium,forecast,0.036,0.0,0.074,0.045,True,True,False,False
2026-08-21,A1,1w,7,2026-08-28,resolved,0.6,1.022,0.422,-0.422,-4.0,5.2,1,0.54,1,0.2116,4,model_A,data,low,forecast,0.6,0.0,5.553,8.124,True,True,True,True
2026-08-21,A2,1w,7,2026-08-28,resolved,0.7,1.964,1.264,-1.264,-4.2,5.6,1,0.54,1,0.2116,4,model_A,data,low,forecast,0.7,0.0,-3.432,-0.316,True,True,True,True
2026-08-21,A3,1w,7,2026-08-28,resolved,0.5,1.357,0.857,-0.857,-3.6,4.6,1,0.53,1,0.2209,4,model_A,data,low,forecast,0.5,0.0,-2.124,-0.512,True,True,True,True
2026-08-21,A4,1w,7,2026-08-28,resolved,0.8,2.712,1.912,-1.912,-4.8,6.4,1,0.55,1,0.2025,4,model_A,data,low,forecast,0.8,0.0,3.029,15.774,True,False,True,False
2026-08-21,A5,1w,7,2026-08-28,resolved,0.5,1.629,1.129,-1.129,-3.3,4.3,1,0.53,1,0.2209,4,model_A,data,low,forecast,0.5,0.0,3.949,-2.065,True,True,True,True
2026-08-21,A6,1w,7,2026-08-28,resolved,0.32,0.371,0.051,-0.051,-0.15,0.9,1,0.72,1,0.0784,4,model_A,data,low,forecast,0.32,0.0,0.373,1.292,True,False,True,False
2026-08-27,A1,1d,1,2026-08-28,resolved,0.05,-0.263,0.313,0.313,-1.85,1.95,1,0.51,0,0.2601,4,model_A,data,low,forecast,-0.05,0.0,0.586,-0.378,False,True,False,False
2026-08-27,A2,1d,1,2026-08-28,resolved,0.1,1.935,1.835,-1.835,-1.75,1.95,1,0.52,1,0.2304,4,model_A,data,low,forecast,0.1,0.0,-0.004,-0.1,True,True,True,True
2026-08-27,A3,1d,1,2026-08-28,resolved,0.15,0.347,0.197,-0.197,-1.35,1.65,1,0.53,1,0.2209,4,model_A,data,low,forecast,0.15,0.0,0.181,0.363,True,False,False,False
2026-08-27,A4,1d,1,2026-08-28,resolved,0.2,-0.291,0.491,0.491,-1.85,2.25,1,0.54,0,0.2916,4,model_A,data,low,forecast,-0.2,0.0,1.232,-0.519,False,True,False,False
2026-08-27,A5,1d,1,2026-08-28,resolved,0.1,0.3,0.2,-0.2,-1.55,1.75,1,0.52,1,0.2304,4,model_A,data,low,forecast,0.1,0.0,0.184,1.074,True,False,True,False
2026-08-27,A6,1d,1,2026-08-28,resolved,0.06,0.224,0.164,-0.164,-0.05,0.22,0,0.65,1,0.1225,4,model_A,data,low,forecast,0.06,0.0,0.081,0.048,True,False,True,False
2026-08-01,A1,1m,30,2026-08-31,resolved,2.0,11.472,9.472,-9.472,-8.0,13.0,1,0.58,1,0.1764,1,model_A,weekend,low,projection,2.0,0.0,,,True,,,
2026-08-01,A4,1m,30,2026-08-31,resolved,2.0,18.187,16.187,-16.187,-11.0,15.0,0,0.56,1,0.1936,1,model_A,weekend,low,projection,2.0,0.0,,,True,,,
